"x","y","data_class"
96.0378103982657,79.2960337921977,"D"
87.6935275457799,10.5070740310475,"D"
60.6584590836428,33.9967669127509,"D"
43.8621276710182,43.6697920388542,"sHNA"
14.0577569277957,-1.64761278778315,"UswgX"
21.3061037147418,54.2658428754658,"LqbV"
84.3777829525061,27.623604410328,"D"
95.3359193843789,9.97000919422135,"D"
72.4920049239881,14.561580689624,"ealQq"
32.7172564808279,52.5316236843355,"D"
83.0459455703385,32.1542273485102,"ealQq"
68.5329132992774,-1.75008547026664,"LqbV"
36.3177010673098,86.6592178167775,"sHNA"
71.8893466517329,36.8263071123511,"D"
85.0779669685289,-6.22831945307553,"ealQq"
42.9127365909517,93.964570700191,"D"
46.4458866347559,11.8779609422199,"PH"
69.4605674454942,40.8368997974321,"sHNA"
46.3803345616907,92.4758753250353,"ealQq"
5.84354006452486,16.0400772839785,"D"
